2024-08-30 08:10:09,475 INFO    StreamThr :53218 [internal.py:wandb_internal():85] W&B internal server running at pid: 53218, started at: 2024-08-30 08:10:09.474468
2024-08-30 08:10:10,475 DEBUG   HandlerThread:53218 [system_monitor.py:probe():223] {'os': 'macOS-14.6.1-arm64-arm-64bit', 'python': '3.10.14', 'heartbeatAt': '2024-08-30T15:10:10.414444', 'startedAt': '2024-08-30T15:10:09.469822', 'docker': None, 'cuda': None, 'args': ('--model_name=meta-llama/Meta-Llama-3-8B', '--new_model=StarkWizard/Meta-Llama-3-8B-PEFT', '--max_seq_length=1024', '--window=512', '--lr=2e-4', 'q_proj', 'k_proj', 'v_proj', 'o_proj', 'up_proj', 'down_proj', 'gate_proj', 'lm_head', '--epochs=3', '--wandb_project=Llama'), 'state': 'running', 'program': '/Users/mattsalomon/github/cairo-llm/1-train/train.py', 'codePathLocal': 'train.py', 'codePath': '1-train/train.py', 'git': {'remote': 'https://github.com/StarkWizard/cairo-llm.git', 'commit': '1aff80f728fd477b98f7116452f22753a8de1471'}, 'email': 'matt7.salomon@gmail.com', 'root': '/Users/mattsalomon/github/cairo-llm', 'host': 'MacBook-Pro.lan', 'username': 'mattsalomon', 'executable': '/Users/mattsalomon/miniconda3/envs/TF_python310/bin/python', 'cpu_count': 10, 'cpu_count_logical': 10, 'cpu_freq': {'current': 3228, 'min': 600, 'max': 3228}, 'cpu_freq_per_core': [{'current': 3228, 'min': 600, 'max': 3228}], 'disk': {'/': {'total': 460.4317207336426, 'used': 9.5592041015625}}, 'gpuapple': {'type': 'Apple M1 Pro', 'vendor': 'sppci_vendor_Apple'}, 'memory': {'total': 16.0}}
2024-08-30 08:10:10,475 INFO    HandlerThread:53218 [system_monitor.py:probe():224] Finished collecting system info
2024-08-30 08:10:10,475 INFO    HandlerThread:53218 [system_monitor.py:probe():227] Publishing system info
2024-08-30 08:10:10,475 DEBUG   HandlerThread:53218 [system_info.py:_save_conda():209] Saving list of conda packages installed into the current environment
2024-08-30 08:10:10,911 INFO    Thread-12 :53218 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/conda-environment.yaml
2024-08-30 08:10:13,278 DEBUG   HandlerThread:53218 [system_info.py:_save_conda():224] Saving conda packages done
2024-08-30 08:10:13,279 INFO    HandlerThread:53218 [system_monitor.py:probe():229] Finished publishing system info
2024-08-30 08:10:13,291 DEBUG   SenderThread:53218 [sender.py:send():391] send: files
2024-08-30 08:10:13,291 INFO    SenderThread:53218 [sender.py:_save_file():1466] saving file wandb-metadata.json with policy now
2024-08-30 08:10:13,352 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: python_packages
2024-08-30 08:10:13,353 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: python_packages
2024-08-30 08:10:13,356 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-30 08:10:13,357 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: stop_status
2024-08-30 08:10:13,358 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: stop_status
2024-08-30 08:10:13,549 DEBUG   SenderThread:53218 [sender.py:send():391] send: telemetry
2024-08-30 08:10:13,784 INFO    wandb-upload_0:53218 [upload_job.py:push():130] Uploaded file /var/folders/45/07b7h57d7d1gx4px8xjqcx640000gn/T/tmpioevy0wdwandb/ycjgvgkk-wandb-metadata.json
2024-08-30 08:10:13,926 INFO    Thread-12 :53218 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/conda-environment.yaml
2024-08-30 08:10:13,926 INFO    Thread-12 :53218 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/requirements.txt
2024-08-30 08:10:13,926 INFO    Thread-12 :53218 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/wandb-metadata.json
2024-08-30 08:10:14,117 DEBUG   SenderThread:53218 [sender.py:send():391] send: telemetry
2024-08-30 08:10:14,162 DEBUG   SenderThread:53218 [sender.py:send():391] send: telemetry
2024-08-30 08:10:14,347 DEBUG   SenderThread:53218 [sender.py:send():391] send: telemetry
2024-08-30 08:10:14,961 DEBUG   SenderThread:53218 [sender.py:send():391] send: telemetry
2024-08-30 08:10:14,961 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: status_report
2024-08-30 08:10:14,972 DEBUG   SenderThread:53218 [sender.py:send():391] send: telemetry
2024-08-30 08:10:19,654 DEBUG   SenderThread:53218 [sender.py:send():391] send: telemetry
2024-08-30 08:10:19,655 DEBUG   SenderThread:53218 [sender.py:send():391] send: telemetry
2024-08-30 08:10:19,670 DEBUG   SenderThread:53218 [sender.py:send():391] send: exit
2024-08-30 08:10:19,670 INFO    SenderThread:53218 [sender.py:send_exit():598] handling exit code: 1
2024-08-30 08:10:19,670 INFO    SenderThread:53218 [sender.py:send_exit():600] handling runtime: 9
2024-08-30 08:10:19,670 INFO    SenderThread:53218 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-30 08:10:19,671 INFO    SenderThread:53218 [sender.py:send_exit():606] send defer
2024-08-30 08:10:19,671 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:19,671 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 0
2024-08-30 08:10:19,671 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:19,671 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 0
2024-08-30 08:10:19,671 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 1
2024-08-30 08:10:19,671 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:19,671 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 1
2024-08-30 08:10:19,672 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:19,672 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 1
2024-08-30 08:10:19,672 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 2
2024-08-30 08:10:19,672 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:19,672 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 2
2024-08-30 08:10:19,672 INFO    HandlerThread:53218 [system_monitor.py:finish():203] Stopping system monitor
2024-08-30 08:10:19,672 DEBUG   SystemMonitor:53218 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-08-30 08:10:19,672 DEBUG   SystemMonitor:53218 [system_monitor.py:_start():179] Finished system metrics aggregation loop
2024-08-30 08:10:19,672 DEBUG   SystemMonitor:53218 [system_monitor.py:_start():183] Publishing last batch of metrics
2024-08-30 08:10:19,672 INFO    HandlerThread:53218 [interfaces.py:finish():200] Joined cpu monitor
2024-08-30 08:10:19,672 INFO    HandlerThread:53218 [interfaces.py:finish():200] Joined disk monitor
2024-08-30 08:10:19,828 INFO    HandlerThread:53218 [interfaces.py:finish():200] Joined gpuapple monitor
2024-08-30 08:10:19,828 INFO    HandlerThread:53218 [interfaces.py:finish():200] Joined memory monitor
2024-08-30 08:10:19,828 INFO    HandlerThread:53218 [interfaces.py:finish():200] Joined network monitor
2024-08-30 08:10:19,828 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:19,828 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 2
2024-08-30 08:10:19,828 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 3
2024-08-30 08:10:19,828 DEBUG   SenderThread:53218 [sender.py:send():391] send: telemetry
2024-08-30 08:10:19,828 DEBUG   SenderThread:53218 [sender.py:send():391] send: stats
2024-08-30 08:10:19,828 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:19,828 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 3
2024-08-30 08:10:19,828 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:19,828 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 3
2024-08-30 08:10:19,828 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 4
2024-08-30 08:10:19,828 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:19,828 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 4
2024-08-30 08:10:19,829 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:19,829 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 4
2024-08-30 08:10:19,829 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 5
2024-08-30 08:10:19,829 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:19,829 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 5
2024-08-30 08:10:19,829 DEBUG   SenderThread:53218 [sender.py:send():391] send: summary
2024-08-30 08:10:19,829 INFO    SenderThread:53218 [sender.py:_save_file():1466] saving file wandb-summary.json with policy end
2024-08-30 08:10:19,829 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:19,829 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 5
2024-08-30 08:10:19,829 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 6
2024-08-30 08:10:19,829 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:19,829 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 6
2024-08-30 08:10:19,829 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:19,829 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 6
2024-08-30 08:10:19,831 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: status_report
2024-08-30 08:10:19,920 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 7
2024-08-30 08:10:19,920 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:19,920 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 7
2024-08-30 08:10:19,920 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:19,920 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 7
2024-08-30 08:10:19,943 INFO    Thread-12 :53218 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/config.yaml
2024-08-30 08:10:19,943 INFO    Thread-12 :53218 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/wandb-summary.json
2024-08-30 08:10:19,943 INFO    Thread-12 :53218 [dir_watcher.py:_on_file_created():271] file/dir created: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/output.log
2024-08-30 08:10:20,674 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-30 08:10:21,689 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 8
2024-08-30 08:10:21,690 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: poll_exit
2024-08-30 08:10:21,690 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:21,691 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 8
2024-08-30 08:10:21,691 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:21,691 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 8
2024-08-30 08:10:21,691 INFO    SenderThread:53218 [job_builder.py:build():443] Attempting to build job artifact
2024-08-30 08:10:21,692 INFO    SenderThread:53218 [job_builder.py:_get_source_type():572] is repo sourced job
2024-08-30 08:10:21,731 INFO    SenderThread:53218 [job_builder.py:build():548] adding wandb-job metadata file
2024-08-30 08:10:21,733 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 9
2024-08-30 08:10:21,734 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:21,734 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 9
2024-08-30 08:10:21,741 DEBUG   SenderThread:53218 [sender.py:send():391] send: artifact
2024-08-30 08:10:21,960 INFO    Thread-12 :53218 [dir_watcher.py:_on_file_modified():288] file/dir modified: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/output.log
2024-08-30 08:10:22,193 INFO    SenderThread:53218 [sender.py:send_artifact():1549] sent artifact job-https___github.com_StarkWizard_cairo-llm.git_1-train_train.py - {'id': 'QXJ0aWZhY3Q6MTE3Mjk4NzY5NQ==', 'state': 'COMMITTED', 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjQxODgxMTY0Ng==', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6MTE3Mjk4NzY5NQ==', 'versionIndex': 3}}}
2024-08-30 08:10:22,193 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:22,193 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 9
2024-08-30 08:10:22,194 INFO    SenderThread:53218 [dir_watcher.py:finish():358] shutting down directory watcher
2024-08-30 08:10:22,693 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-30 08:10:22,966 INFO    SenderThread:53218 [dir_watcher.py:finish():388] scan: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files
2024-08-30 08:10:22,967 INFO    SenderThread:53218 [dir_watcher.py:finish():402] scan save: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/requirements.txt requirements.txt
2024-08-30 08:10:22,967 INFO    SenderThread:53218 [dir_watcher.py:finish():402] scan save: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/output.log output.log
2024-08-30 08:10:22,967 INFO    SenderThread:53218 [dir_watcher.py:finish():402] scan save: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/config.yaml config.yaml
2024-08-30 08:10:22,967 INFO    SenderThread:53218 [dir_watcher.py:finish():402] scan save: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/wandb-summary.json wandb-summary.json
2024-08-30 08:10:22,967 INFO    SenderThread:53218 [dir_watcher.py:finish():402] scan save: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/conda-environment.yaml conda-environment.yaml
2024-08-30 08:10:22,967 INFO    SenderThread:53218 [dir_watcher.py:finish():402] scan save: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/wandb-metadata.json wandb-metadata.json
2024-08-30 08:10:22,967 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 10
2024-08-30 08:10:22,967 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: poll_exit
2024-08-30 08:10:22,967 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:22,968 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 10
2024-08-30 08:10:22,969 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:22,969 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 10
2024-08-30 08:10:22,969 INFO    SenderThread:53218 [file_pusher.py:finish():169] shutting down file pusher
2024-08-30 08:10:23,302 INFO    wandb-upload_0:53218 [upload_job.py:push():130] Uploaded file /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/requirements.txt
2024-08-30 08:10:23,416 INFO    wandb-upload_2:53218 [upload_job.py:push():130] Uploaded file /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/config.yaml
2024-08-30 08:10:23,450 INFO    wandb-upload_3:53218 [upload_job.py:push():130] Uploaded file /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/wandb-summary.json
2024-08-30 08:10:23,462 INFO    wandb-upload_4:53218 [upload_job.py:push():130] Uploaded file /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/conda-environment.yaml
2024-08-30 08:10:23,479 INFO    wandb-upload_1:53218 [upload_job.py:push():130] Uploaded file /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/files/output.log
2024-08-30 08:10:23,681 INFO    Thread-11 (_thread_body):53218 [sender.py:transition_state():626] send defer: 11
2024-08-30 08:10:23,682 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:23,682 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 11
2024-08-30 08:10:23,682 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:23,682 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 11
2024-08-30 08:10:23,682 INFO    SenderThread:53218 [file_pusher.py:join():175] waiting for file pusher
2024-08-30 08:10:23,682 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 12
2024-08-30 08:10:23,682 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:23,682 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 12
2024-08-30 08:10:23,683 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:23,683 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 12
2024-08-30 08:10:23,683 INFO    SenderThread:53218 [file_stream.py:finish():601] file stream finish called
2024-08-30 08:10:23,695 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-30 08:10:23,783 INFO    SenderThread:53218 [file_stream.py:finish():605] file stream finish is done
2024-08-30 08:10:23,783 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 13
2024-08-30 08:10:23,783 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: poll_exit
2024-08-30 08:10:23,783 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:23,783 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 13
2024-08-30 08:10:23,783 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:23,784 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 13
2024-08-30 08:10:23,784 INFO    SenderThread:53218 [sender.py:transition_state():626] send defer: 14
2024-08-30 08:10:23,784 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: defer
2024-08-30 08:10:23,784 INFO    HandlerThread:53218 [handler.py:handle_request_defer():184] handle defer: 14
2024-08-30 08:10:23,784 DEBUG   SenderThread:53218 [sender.py:send():391] send: final
2024-08-30 08:10:23,784 DEBUG   SenderThread:53218 [sender.py:send():391] send: footer
2024-08-30 08:10:23,784 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: defer
2024-08-30 08:10:23,784 INFO    SenderThread:53218 [sender.py:send_request_defer():622] handle sender defer: 14
2024-08-30 08:10:23,784 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-30 08:10:23,784 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: server_info
2024-08-30 08:10:23,784 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: poll_exit
2024-08-30 08:10:23,785 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: server_info
2024-08-30 08:10:23,786 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: poll_exit
2024-08-30 08:10:23,786 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: get_summary
2024-08-30 08:10:23,787 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: sampled_history
2024-08-30 08:10:23,787 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: internal_messages
2024-08-30 08:10:23,878 DEBUG   SenderThread:53218 [sender.py:send_request():418] send_request: poll_exit
2024-08-30 08:10:23,879 INFO    MainThread:53218 [wandb_run.py:_footer_history_summary_info():4078] rendering history
2024-08-30 08:10:23,879 INFO    MainThread:53218 [wandb_run.py:_footer_history_summary_info():4110] rendering summary
2024-08-30 08:10:23,879 INFO    MainThread:53218 [wandb_run.py:_footer_sync_info():4037] logging synced files
2024-08-30 08:10:23,879 DEBUG   HandlerThread:53218 [handler.py:handle_request():158] handle_request: shutdown
2024-08-30 08:10:23,879 INFO    HandlerThread:53218 [handler.py:finish():884] shutting down handler
2024-08-30 08:10:24,792 INFO    WriterThread:53218 [datastore.py:close():296] close: /Users/mattsalomon/github/cairo-llm/1-train/wandb/run-20240830_081009-ktyyggxt/run-ktyyggxt.wandb
2024-08-30 08:10:24,882 INFO    SenderThread:53218 [sender.py:finish():1631] shutting down sender
2024-08-30 08:10:24,882 INFO    SenderThread:53218 [file_pusher.py:finish():169] shutting down file pusher
2024-08-30 08:10:24,882 INFO    SenderThread:53218 [file_pusher.py:join():175] waiting for file pusher
